file_name,attack_family,split,column_position,column_name,data_type
NetBIOS-testing.parquet,NetBIOS,testing,14,Bwd Packet Length Std,float
NetBIOS-testing.parquet,NetBIOS,testing,15,Flow Bytes/s,double
NetBIOS-testing.parquet,NetBIOS,testing,16,Flow Packets/s,double
NetBIOS-testing.parquet,NetBIOS,testing,17,Flow IAT Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,18,Flow IAT Std,float
NetBIOS-testing.parquet,NetBIOS,testing,19,Flow IAT Max,float
NetBIOS-testing.parquet,NetBIOS,testing,20,Flow IAT Min,float
NetBIOS-testing.parquet,NetBIOS,testing,21,Fwd IAT Total,float
NetBIOS-testing.parquet,NetBIOS,testing,22,Fwd IAT Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,23,Fwd IAT Std,float
NetBIOS-testing.parquet,NetBIOS,testing,24,Fwd IAT Max,float
NetBIOS-testing.parquet,NetBIOS,testing,25,Fwd IAT Min,float
NetBIOS-testing.parquet,NetBIOS,testing,26,Bwd IAT Total,float
NetBIOS-testing.parquet,NetBIOS,testing,27,Bwd IAT Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,28,Bwd IAT Std,float
NetBIOS-testing.parquet,NetBIOS,testing,29,Bwd IAT Max,float
NetBIOS-testing.parquet,NetBIOS,testing,30,Bwd IAT Min,float
NetBIOS-testing.parquet,NetBIOS,testing,31,Fwd PSH Flags,int8
NetBIOS-testing.parquet,NetBIOS,testing,32,Bwd PSH Flags,int8
NetBIOS-testing.parquet,NetBIOS,testing,33,Fwd URG Flags,int8
NetBIOS-testing.parquet,NetBIOS,testing,34,Bwd URG Flags,int8
NetBIOS-testing.parquet,NetBIOS,testing,35,Fwd Header Length,int64
NetBIOS-testing.parquet,NetBIOS,testing,36,Bwd Header Length,int32
NetBIOS-testing.parquet,NetBIOS,testing,37,Fwd Packets/s,float
NetBIOS-testing.parquet,NetBIOS,testing,38,Bwd Packets/s,float
NetBIOS-testing.parquet,NetBIOS,testing,39,Packet Length Min,float
NetBIOS-testing.parquet,NetBIOS,testing,40,Packet Length Max,float
NetBIOS-testing.parquet,NetBIOS,testing,41,Packet Length Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,42,Packet Length Std,float
NetBIOS-testing.parquet,NetBIOS,testing,43,Packet Length Variance,float
NetBIOS-testing.parquet,NetBIOS,testing,44,FIN Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,45,SYN Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,46,RST Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,47,PSH Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,48,ACK Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,49,URG Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,50,CWE Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,51,ECE Flag Count,int8
NetBIOS-testing.parquet,NetBIOS,testing,52,Down/Up Ratio,float
NetBIOS-testing.parquet,NetBIOS,testing,53,Avg Packet Size,float
NetBIOS-testing.parquet,NetBIOS,testing,54,Avg Fwd Segment Size,float
NetBIOS-testing.parquet,NetBIOS,testing,55,Avg Bwd Segment Size,float
NetBIOS-testing.parquet,NetBIOS,testing,56,Fwd Avg Bytes/Bulk,int8
NetBIOS-testing.parquet,NetBIOS,testing,57,Fwd Avg Packets/Bulk,int8
NetBIOS-testing.parquet,NetBIOS,testing,58,Fwd Avg Bulk Rate,int8
NetBIOS-testing.parquet,NetBIOS,testing,59,Bwd Avg Bytes/Bulk,int8
NetBIOS-testing.parquet,NetBIOS,testing,60,Bwd Avg Packets/Bulk,int8
NetBIOS-testing.parquet,NetBIOS,testing,61,Bwd Avg Bulk Rate,int8
NetBIOS-testing.parquet,NetBIOS,testing,62,Subflow Fwd Packets,int16
NetBIOS-testing.parquet,NetBIOS,testing,63,Subflow Fwd Bytes,int32
NetBIOS-testing.parquet,NetBIOS,testing,64,Subflow Bwd Packets,int16
NetBIOS-testing.parquet,NetBIOS,testing,65,Subflow Bwd Bytes,int32
NetBIOS-testing.parquet,NetBIOS,testing,66,Init Fwd Win Bytes,int32
NetBIOS-testing.parquet,NetBIOS,testing,67,Init Bwd Win Bytes,int32
NetBIOS-testing.parquet,NetBIOS,testing,68,Fwd Act Data Packets,int8
NetBIOS-testing.parquet,NetBIOS,testing,69,Fwd Seg Size Min,int32
NetBIOS-testing.parquet,NetBIOS,testing,70,Active Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,71,Active Std,float
NetBIOS-testing.parquet,NetBIOS,testing,72,Active Max,float
NetBIOS-testing.parquet,NetBIOS,testing,73,Active Min,float
NetBIOS-testing.parquet,NetBIOS,testing,74,Idle Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,75,Idle Std,float
NetBIOS-testing.parquet,NetBIOS,testing,76,Idle Max,float
NetBIOS-testing.parquet,NetBIOS,testing,77,Idle Min,float
NetBIOS-testing.parquet,NetBIOS,testing,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
NetBIOS-training.parquet,NetBIOS,training,1,Protocol,int8
NetBIOS-training.parquet,NetBIOS,training,2,Flow Duration,int32
NetBIOS-training.parquet,NetBIOS,training,3,Total Fwd Packets,int16
NetBIOS-training.parquet,NetBIOS,training,4,Total Backward Packets,int16
NetBIOS-training.parquet,NetBIOS,training,5,Fwd Packets Length Total,float
NetBIOS-training.parquet,NetBIOS,training,6,Bwd Packets Length Total,float
NetBIOS-training.parquet,NetBIOS,training,7,Fwd Packet Length Max,float
NetBIOS-training.parquet,NetBIOS,training,8,Fwd Packet Length Min,float
NetBIOS-training.parquet,NetBIOS,training,9,Fwd Packet Length Mean,float
NetBIOS-training.parquet,NetBIOS,training,10,Fwd Packet Length Std,float
NetBIOS-training.parquet,NetBIOS,training,11,Bwd Packet Length Max,float
NetBIOS-training.parquet,NetBIOS,training,12,Bwd Packet Length Min,float
NetBIOS-training.parquet,NetBIOS,training,13,Bwd Packet Length Mean,float
NetBIOS-training.parquet,NetBIOS,training,14,Bwd Packet Length Std,float
NetBIOS-training.parquet,NetBIOS,training,15,Flow Bytes/s,double
NetBIOS-training.parquet,NetBIOS,training,16,Flow Packets/s,double
NetBIOS-training.parquet,NetBIOS,training,17,Flow IAT Mean,float
NetBIOS-training.parquet,NetBIOS,training,18,Flow IAT Std,float
NetBIOS-training.parquet,NetBIOS,training,19,Flow IAT Max,float
NetBIOS-training.parquet,NetBIOS,training,20,Flow IAT Min,float
NetBIOS-training.parquet,NetBIOS,training,21,Fwd IAT Total,float
NetBIOS-training.parquet,NetBIOS,training,22,Fwd IAT Mean,float
NetBIOS-training.parquet,NetBIOS,training,23,Fwd IAT Std,float
NetBIOS-training.parquet,NetBIOS,training,24,Fwd IAT Max,float
NetBIOS-training.parquet,NetBIOS,training,25,Fwd IAT Min,float
NetBIOS-training.parquet,NetBIOS,training,26,Bwd IAT Total,float
NetBIOS-training.parquet,NetBIOS,training,27,Bwd IAT Mean,float
NetBIOS-training.parquet,NetBIOS,training,28,Bwd IAT Std,float
NetBIOS-training.parquet,NetBIOS,training,29,Bwd IAT Max,float
NetBIOS-training.parquet,NetBIOS,training,30,Bwd IAT Min,float
NetBIOS-training.parquet,NetBIOS,training,31,Fwd PSH Flags,int8
NetBIOS-training.parquet,NetBIOS,training,32,Bwd PSH Flags,int8
NetBIOS-training.parquet,NetBIOS,training,33,Fwd URG Flags,int8
NetBIOS-training.parquet,NetBIOS,training,34,Bwd URG Flags,int8
NetBIOS-training.parquet,NetBIOS,training,35,Fwd Header Length,int64
NetBIOS-training.parquet,NetBIOS,training,36,Bwd Header Length,int16
NetBIOS-training.parquet,NetBIOS,training,37,Fwd Packets/s,float
NetBIOS-training.parquet,NetBIOS,training,38,Bwd Packets/s,float
NetBIOS-training.parquet,NetBIOS,training,39,Packet Length Min,float
NetBIOS-training.parquet,NetBIOS,training,40,Packet Length Max,float
NetBIOS-training.parquet,NetBIOS,training,41,Packet Length Mean,float
NetBIOS-training.parquet,NetBIOS,training,42,Packet Length Std,float
NetBIOS-training.parquet,NetBIOS,training,43,Packet Length Variance,float
NetBIOS-training.parquet,NetBIOS,training,44,FIN Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,45,SYN Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,46,RST Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,47,PSH Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,48,ACK Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,49,URG Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,50,CWE Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,51,ECE Flag Count,int8
NetBIOS-training.parquet,NetBIOS,training,52,Down/Up Ratio,float
NetBIOS-training.parquet,NetBIOS,training,53,Avg Packet Size,float
NetBIOS-training.parquet,NetBIOS,training,54,Avg Fwd Segment Size,float
NetBIOS-training.parquet,NetBIOS,training,55,Avg Bwd Segment Size,float
NetBIOS-training.parquet,NetBIOS,training,56,Fwd Avg Bytes/Bulk,int8
NetBIOS-training.parquet,NetBIOS,training,57,Fwd Avg Packets/Bulk,int8
NetBIOS-training.parquet,NetBIOS,training,58,Fwd Avg Bulk Rate,int8
NetBIOS-training.parquet,NetBIOS,training,59,Bwd Avg Bytes/Bulk,int8
NetBIOS-training.parquet,NetBIOS,training,60,Bwd Avg Packets/Bulk,int8
NetBIOS-training.parquet,NetBIOS,training,61,Bwd Avg Bulk Rate,int8
NetBIOS-training.parquet,NetBIOS,training,62,Subflow Fwd Packets,int16
NetBIOS-training.parquet,NetBIOS,training,63,Subflow Fwd Bytes,int32
NetBIOS-training.parquet,NetBIOS,training,64,Subflow Bwd Packets,int16
NetBIOS-training.parquet,NetBIOS,training,65,Subflow Bwd Bytes,int32
NetBIOS-training.parquet,NetBIOS,training,66,Init Fwd Win Bytes,int32
NetBIOS-training.parquet,NetBIOS,training,67,Init Bwd Win Bytes,int32
NetBIOS-training.parquet,NetBIOS,training,68,Fwd Act Data Packets,int16
NetBIOS-training.parquet,NetBIOS,training,69,Fwd Seg Size Min,int32
NetBIOS-training.parquet,NetBIOS,training,70,Active Mean,float
NetBIOS-training.parquet,NetBIOS,training,71,Active Std,float
NetBIOS-training.parquet,NetBIOS,training,72,Active Max,float
NetBIOS-training.parquet,NetBIOS,training,73,Active Min,float
NetBIOS-training.parquet,NetBIOS,training,74,Idle Mean,float
NetBIOS-training.parquet,NetBIOS,training,75,Idle Std,float
NetBIOS-training.parquet,NetBIOS,training,76,Idle Max,float
NetBIOS-training.parquet,NetBIOS,training,77,Idle Min,float
NetBIOS-training.parquet,NetBIOS,training,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
NTP-testing.parquet,NTP,testing,1,Protocol,int8
NTP-testing.parquet,NTP,testing,2,Flow Duration,int32
NTP-testing.parquet,NTP,testing,3,Total Fwd Packets,int16
NTP-testing.parquet,NTP,testing,4,Total Backward Packets,int16
NTP-testing.parquet,NTP,testing,5,Fwd Packets Length Total,float
NTP-testing.parquet,NTP,testing,6,Bwd Packets Length Total,float
NTP-testing.parquet,NTP,testing,7,Fwd Packet Length Max,float
NTP-testing.parquet,NTP,testing,8,Fwd Packet Length Min,float
NTP-testing.parquet,NTP,testing,9,Fwd Packet Length Mean,float
NTP-testing.parquet,NTP,testing,10,Fwd Packet Length Std,float
NTP-testing.parquet,NTP,testing,11,Bwd Packet Length Max,float
NTP-testing.parquet,NTP,testing,12,Bwd Packet Length Min,float
NTP-testing.parquet,NTP,testing,13,Bwd Packet Length Mean,float
NTP-testing.parquet,NTP,testing,14,Bwd Packet Length Std,float
NTP-testing.parquet,NTP,testing,15,Flow Bytes/s,double
NTP-testing.parquet,NTP,testing,16,Flow Packets/s,double
NTP-testing.parquet,NTP,testing,17,Flow IAT Mean,float
NTP-testing.parquet,NTP,testing,18,Flow IAT Std,float
NTP-testing.parquet,NTP,testing,19,Flow IAT Max,float
NTP-testing.parquet,NTP,testing,20,Flow IAT Min,float
NTP-testing.parquet,NTP,testing,21,Fwd IAT Total,float
NTP-testing.parquet,NTP,testing,22,Fwd IAT Mean,float
NTP-testing.parquet,NTP,testing,23,Fwd IAT Std,float
NTP-testing.parquet,NTP,testing,24,Fwd IAT Max,float
NTP-testing.parquet,NTP,testing,25,Fwd IAT Min,float
NTP-testing.parquet,NTP,testing,26,Bwd IAT Total,float
NTP-testing.parquet,NTP,testing,27,Bwd IAT Mean,float
NTP-testing.parquet,NTP,testing,28,Bwd IAT Std,float
NTP-testing.parquet,NTP,testing,29,Bwd IAT Max,float
NTP-testing.parquet,NTP,testing,30,Bwd IAT Min,float
NTP-testing.parquet,NTP,testing,31,Fwd PSH Flags,int8
NTP-testing.parquet,NTP,testing,32,Bwd PSH Flags,int8
NTP-testing.parquet,NTP,testing,33,Fwd URG Flags,int8
NTP-testing.parquet,NTP,testing,34,Bwd URG Flags,int8
NTP-testing.parquet,NTP,testing,35,Fwd Header Length,int64
NTP-testing.parquet,NTP,testing,36,Bwd Header Length,int32
NTP-testing.parquet,NTP,testing,37,Fwd Packets/s,float
NTP-testing.parquet,NTP,testing,38,Bwd Packets/s,float
NTP-testing.parquet,NTP,testing,39,Packet Length Min,float
NTP-testing.parquet,NTP,testing,40,Packet Length Max,float
NTP-testing.parquet,NTP,testing,41,Packet Length Mean,float
NTP-testing.parquet,NTP,testing,42,Packet Length Std,float
NTP-testing.parquet,NTP,testing,43,Packet Length Variance,float
NTP-testing.parquet,NTP,testing,44,FIN Flag Count,int8
NTP-testing.parquet,NTP,testing,45,SYN Flag Count,int8
NTP-testing.parquet,NTP,testing,46,RST Flag Count,int8
NTP-testing.parquet,NTP,testing,47,PSH Flag Count,int8
NTP-testing.parquet,NTP,testing,48,ACK Flag Count,int8
NTP-testing.parquet,NTP,testing,49,URG Flag Count,int8
NTP-testing.parquet,NTP,testing,50,CWE Flag Count,int8
NTP-testing.parquet,NTP,testing,51,ECE Flag Count,int8
NTP-testing.parquet,NTP,testing,52,Down/Up Ratio,float
NTP-testing.parquet,NTP,testing,53,Avg Packet Size,float
NTP-testing.parquet,NTP,testing,54,Avg Fwd Segment Size,float
NTP-testing.parquet,NTP,testing,55,Avg Bwd Segment Size,float
NTP-testing.parquet,NTP,testing,56,Fwd Avg Bytes/Bulk,int8
NTP-testing.parquet,NTP,testing,57,Fwd Avg Packets/Bulk,int8
NTP-testing.parquet,NTP,testing,58,Fwd Avg Bulk Rate,int8
NTP-testing.parquet,NTP,testing,59,Bwd Avg Bytes/Bulk,int8
NTP-testing.parquet,NTP,testing,60,Bwd Avg Packets/Bulk,int8
NTP-testing.parquet,NTP,testing,61,Bwd Avg Bulk Rate,int8
NTP-testing.parquet,NTP,testing,62,Subflow Fwd Packets,int16
NTP-testing.parquet,NTP,testing,63,Subflow Fwd Bytes,int32
NTP-testing.parquet,NTP,testing,64,Subflow Bwd Packets,int16
NTP-testing.parquet,NTP,testing,65,Subflow Bwd Bytes,int32
NTP-testing.parquet,NTP,testing,66,Init Fwd Win Bytes,int32
NTP-testing.parquet,NTP,testing,67,Init Bwd Win Bytes,int32
NTP-testing.parquet,NTP,testing,68,Fwd Act Data Packets,int16
NTP-testing.parquet,NTP,testing,69,Fwd Seg Size Min,int32
NTP-testing.parquet,NTP,testing,70,Active Mean,float
NTP-testing.parquet,NTP,testing,71,Active Std,float
NTP-testing.parquet,NTP,testing,72,Active Max,float
NTP-testing.parquet,NTP,testing,73,Active Min,float
NTP-testing.parquet,NTP,testing,74,Idle Mean,float
NTP-testing.parquet,NTP,testing,75,Idle Std,float
NTP-testing.parquet,NTP,testing,76,Idle Max,float
NTP-testing.parquet,NTP,testing,77,Idle Min,float
NTP-testing.parquet,NTP,testing,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
Portmap-training.parquet,Portmap,training,1,Protocol,int8
Portmap-training.parquet,Portmap,training,2,Flow Duration,int32
Portmap-training.parquet,Portmap,training,3,Total Fwd Packets,int16
Portmap-training.parquet,Portmap,training,4,Total Backward Packets,int16
Portmap-training.parquet,Portmap,training,5,Fwd Packets Length Total,float
Portmap-training.parquet,Portmap,training,6,Bwd Packets Length Total,float
Portmap-training.parquet,Portmap,training,7,Fwd Packet Length Max,float
Portmap-training.parquet,Portmap,training,8,Fwd Packet Length Min,float
Portmap-training.parquet,Portmap,training,9,Fwd Packet Length Mean,float
Portmap-training.parquet,Portmap,training,10,Fwd Packet Length Std,float
Portmap-training.parquet,Portmap,training,11,Bwd Packet Length Max,float
Portmap-training.parquet,Portmap,training,12,Bwd Packet Length Min,float
Portmap-training.parquet,Portmap,training,13,Bwd Packet Length Mean,float
Portmap-training.parquet,Portmap,training,14,Bwd Packet Length Std,float
Portmap-training.parquet,Portmap,training,15,Flow Bytes/s,double
Portmap-training.parquet,Portmap,training,16,Flow Packets/s,double
Portmap-training.parquet,Portmap,training,17,Flow IAT Mean,float
Portmap-training.parquet,Portmap,training,18,Flow IAT Std,float
Portmap-training.parquet,Portmap,training,19,Flow IAT Max,float
Portmap-training.parquet,Portmap,training,20,Flow IAT Min,float
Portmap-training.parquet,Portmap,training,21,Fwd IAT Total,float
Portmap-training.parquet,Portmap,training,22,Fwd IAT Mean,float
Portmap-training.parquet,Portmap,training,23,Fwd IAT Std,float
Portmap-training.parquet,Portmap,training,24,Fwd IAT Max,float
Portmap-training.parquet,Portmap,training,25,Fwd IAT Min,float
Portmap-training.parquet,Portmap,training,26,Bwd IAT Total,float
Portmap-training.parquet,Portmap,training,27,Bwd IAT Mean,float
Portmap-training.parquet,Portmap,training,28,Bwd IAT Std,float
Portmap-training.parquet,Portmap,training,29,Bwd IAT Max,float
Portmap-training.parquet,Portmap,training,30,Bwd IAT Min,float
Portmap-training.parquet,Portmap,training,31,Fwd PSH Flags,int8
Portmap-training.parquet,Portmap,training,32,Bwd PSH Flags,int8
Portmap-training.parquet,Portmap,training,33,Fwd URG Flags,int8
Portmap-training.parquet,Portmap,training,34,Bwd URG Flags,int8
Portmap-training.parquet,Portmap,training,35,Fwd Header Length,int32
Portmap-training.parquet,Portmap,training,36,Bwd Header Length,int32
Portmap-training.parquet,Portmap,training,37,Fwd Packets/s,float
Portmap-training.parquet,Portmap,training,38,Bwd Packets/s,float
Portmap-training.parquet,Portmap,training,39,Packet Length Min,float
Portmap-training.parquet,Portmap,training,40,Packet Length Max,float
Portmap-training.parquet,Portmap,training,41,Packet Length Mean,float
Portmap-training.parquet,Portmap,training,42,Packet Length Std,float
Portmap-training.parquet,Portmap,training,43,Packet Length Variance,float
Portmap-training.parquet,Portmap,training,44,FIN Flag Count,int8
Portmap-training.parquet,Portmap,training,45,SYN Flag Count,int8
Portmap-training.parquet,Portmap,training,46,RST Flag Count,int8
Portmap-training.parquet,Portmap,training,47,PSH Flag Count,int8
Portmap-training.parquet,Portmap,training,48,ACK Flag Count,int8
Portmap-training.parquet,Portmap,training,49,URG Flag Count,int8
Portmap-training.parquet,Portmap,training,50,CWE Flag Count,int8
Portmap-training.parquet,Portmap,training,51,ECE Flag Count,int8
Portmap-training.parquet,Portmap,training,52,Down/Up Ratio,float
Portmap-training.parquet,Portmap,training,53,Avg Packet Size,float
Portmap-training.parquet,Portmap,training,54,Avg Fwd Segment Size,float
Portmap-training.parquet,Portmap,training,55,Avg Bwd Segment Size,float
Portmap-training.parquet,Portmap,training,56,Fwd Avg Bytes/Bulk,int8
Portmap-training.parquet,Portmap,training,57,Fwd Avg Packets/Bulk,int8
Portmap-training.parquet,Portmap,training,58,Fwd Avg Bulk Rate,int8
Portmap-training.parquet,Portmap,training,59,Bwd Avg Bytes/Bulk,int8
Portmap-training.parquet,Portmap,training,60,Bwd Avg Packets/Bulk,int8
Portmap-training.parquet,Portmap,training,61,Bwd Avg Bulk Rate,int8
Portmap-training.parquet,Portmap,training,62,Subflow Fwd Packets,int16
Portmap-training.parquet,Portmap,training,63,Subflow Fwd Bytes,int32
Portmap-training.parquet,Portmap,training,64,Subflow Bwd Packets,int16
Portmap-training.parquet,Portmap,training,65,Subflow Bwd Bytes,int32
Portmap-training.parquet,Portmap,training,66,Init Fwd Win Bytes,int32
Portmap-training.parquet,Portmap,training,67,Init Bwd Win Bytes,int32
Portmap-training.parquet,Portmap,training,68,Fwd Act Data Packets,int16
Portmap-training.parquet,Portmap,training,69,Fwd Seg Size Min,int32
Portmap-training.parquet,Portmap,training,70,Active Mean,float
Portmap-training.parquet,Portmap,training,71,Active Std,float
Portmap-training.parquet,Portmap,training,72,Active Max,float
Portmap-training.parquet,Portmap,training,73,Active Min,float
Portmap-training.parquet,Portmap,training,74,Idle Mean,float
Portmap-training.parquet,Portmap,training,75,Idle Std,float
Portmap-training.parquet,Portmap,training,76,Idle Max,float
Portmap-training.parquet,Portmap,training,77,Idle Min,float
Portmap-training.parquet,Portmap,training,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
SNMP-testing.parquet,SNMP,testing,1,Protocol,int8
SNMP-testing.parquet,SNMP,testing,2,Flow Duration,int32
SNMP-testing.parquet,SNMP,testing,3,Total Fwd Packets,int16
SNMP-testing.parquet,SNMP,testing,4,Total Backward Packets,int16
SNMP-testing.parquet,SNMP,testing,5,Fwd Packets Length Total,float
SNMP-testing.parquet,SNMP,testing,6,Bwd Packets Length Total,float
SNMP-testing.parquet,SNMP,testing,7,Fwd Packet Length Max,float
SNMP-testing.parquet,SNMP,testing,8,Fwd Packet Length Min,float
SNMP-testing.parquet,SNMP,testing,9,Fwd Packet Length Mean,float
SNMP-testing.parquet,SNMP,testing,10,Fwd Packet Length Std,float
SNMP-testing.parquet,SNMP,testing,11,Bwd Packet Length Max,float
SNMP-testing.parquet,SNMP,testing,12,Bwd Packet Length Min,float
SNMP-testing.parquet,SNMP,testing,13,Bwd Packet Length Mean,float
SNMP-testing.parquet,SNMP,testing,14,Bwd Packet Length Std,float
SNMP-testing.parquet,SNMP,testing,15,Flow Bytes/s,double
SNMP-testing.parquet,SNMP,testing,16,Flow Packets/s,double
SNMP-testing.parquet,SNMP,testing,17,Flow IAT Mean,float
SNMP-testing.parquet,SNMP,testing,18,Flow IAT Std,float
SNMP-testing.parquet,SNMP,testing,19,Flow IAT Max,float
SNMP-testing.parquet,SNMP,testing,20,Flow IAT Min,float
SNMP-testing.parquet,SNMP,testing,21,Fwd IAT Total,float
SNMP-testing.parquet,SNMP,testing,22,Fwd IAT Mean,float
SNMP-testing.parquet,SNMP,testing,23,Fwd IAT Std,float
SNMP-testing.parquet,SNMP,testing,24,Fwd IAT Max,float
SNMP-testing.parquet,SNMP,testing,25,Fwd IAT Min,float
SNMP-testing.parquet,SNMP,testing,26,Bwd IAT Total,float
SNMP-testing.parquet,SNMP,testing,27,Bwd IAT Mean,float
SNMP-testing.parquet,SNMP,testing,28,Bwd IAT Std,float
SNMP-testing.parquet,SNMP,testing,29,Bwd IAT Max,float
SNMP-testing.parquet,SNMP,testing,30,Bwd IAT Min,float
SNMP-testing.parquet,SNMP,testing,31,Fwd PSH Flags,int8
SNMP-testing.parquet,SNMP,testing,32,Bwd PSH Flags,int8
SNMP-testing.parquet,SNMP,testing,33,Fwd URG Flags,int8
SNMP-testing.parquet,SNMP,testing,34,Bwd URG Flags,int8
SNMP-testing.parquet,SNMP,testing,35,Fwd Header Length,int64
SNMP-testing.parquet,SNMP,testing,36,Bwd Header Length,int32
SNMP-testing.parquet,SNMP,testing,37,Fwd Packets/s,float
SNMP-testing.parquet,SNMP,testing,38,Bwd Packets/s,float
SNMP-testing.parquet,SNMP,testing,39,Packet Length Min,float
SNMP-testing.parquet,SNMP,testing,40,Packet Length Max,float
SNMP-testing.parquet,SNMP,testing,41,Packet Length Mean,float
SNMP-testing.parquet,SNMP,testing,42,Packet Length Std,float
SNMP-testing.parquet,SNMP,testing,43,Packet Length Variance,float
SNMP-testing.parquet,SNMP,testing,44,FIN Flag Count,int8
SNMP-testing.parquet,SNMP,testing,45,SYN Flag Count,int8
SNMP-testing.parquet,SNMP,testing,46,RST Flag Count,int8
SNMP-testing.parquet,SNMP,testing,47,PSH Flag Count,int8
SNMP-testing.parquet,SNMP,testing,48,ACK Flag Count,int8
SNMP-testing.parquet,SNMP,testing,49,URG Flag Count,int8
SNMP-testing.parquet,SNMP,testing,50,CWE Flag Count,int8
SNMP-testing.parquet,SNMP,testing,51,ECE Flag Count,int8
SNMP-testing.parquet,SNMP,testing,52,Down/Up Ratio,float
SNMP-testing.parquet,SNMP,testing,53,Avg Packet Size,float
SNMP-testing.parquet,SNMP,testing,54,Avg Fwd Segment Size,float
SNMP-testing.parquet,SNMP,testing,55,Avg Bwd Segment Size,float
SNMP-testing.parquet,SNMP,testing,56,Fwd Avg Bytes/Bulk,int8
SNMP-testing.parquet,SNMP,testing,57,Fwd Avg Packets/Bulk,int8
SNMP-testing.parquet,SNMP,testing,58,Fwd Avg Bulk Rate,int8
SNMP-testing.parquet,SNMP,testing,59,Bwd Avg Bytes/Bulk,int8
SNMP-testing.parquet,SNMP,testing,60,Bwd Avg Packets/Bulk,int8
SNMP-testing.parquet,SNMP,testing,61,Bwd Avg Bulk Rate,int8
SNMP-testing.parquet,SNMP,testing,62,Subflow Fwd Packets,int16
SNMP-testing.parquet,SNMP,testing,63,Subflow Fwd Bytes,int32
SNMP-testing.parquet,SNMP,testing,64,Subflow Bwd Packets,int16
SNMP-testing.parquet,SNMP,testing,65,Subflow Bwd Bytes,int32
SNMP-testing.parquet,SNMP,testing,66,Init Fwd Win Bytes,int32
SNMP-testing.parquet,SNMP,testing,67,Init Bwd Win Bytes,int32
SNMP-testing.parquet,SNMP,testing,68,Fwd Act Data Packets,int8
SNMP-testing.parquet,SNMP,testing,69,Fwd Seg Size Min,int32
SNMP-testing.parquet,SNMP,testing,70,Active Mean,float
SNMP-testing.parquet,SNMP,testing,71,Active Std,float
SNMP-testing.parquet,SNMP,testing,72,Active Max,float
SNMP-testing.parquet,SNMP,testing,73,Active Min,float
SNMP-testing.parquet,SNMP,testing,74,Idle Mean,float
SNMP-testing.parquet,SNMP,testing,75,Idle Std,float
SNMP-testing.parquet,SNMP,testing,76,Idle Max,float
SNMP-testing.parquet,SNMP,testing,77,Idle Min,float
SNMP-testing.parquet,SNMP,testing,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
Syn-testing.parquet,Syn,testing,1,Protocol,int8
Syn-testing.parquet,Syn,testing,2,Flow Duration,int32
Syn-testing.parquet,Syn,testing,3,Total Fwd Packets,int16
Syn-testing.parquet,Syn,testing,4,Total Backward Packets,int16
Syn-testing.parquet,Syn,testing,5,Fwd Packets Length Total,float
Syn-testing.parquet,Syn,testing,6,Bwd Packets Length Total,float
Syn-testing.parquet,Syn,testing,7,Fwd Packet Length Max,float
Syn-testing.parquet,Syn,testing,8,Fwd Packet Length Min,float
Syn-testing.parquet,Syn,testing,9,Fwd Packet Length Mean,float
Syn-testing.parquet,Syn,testing,10,Fwd Packet Length Std,float
Syn-testing.parquet,Syn,testing,11,Bwd Packet Length Max,float
Syn-testing.parquet,Syn,testing,12,Bwd Packet Length Min,float
Syn-testing.parquet,Syn,testing,13,Bwd Packet Length Mean,float
Syn-testing.parquet,Syn,testing,14,Bwd Packet Length Std,float
Syn-testing.parquet,Syn,testing,15,Flow Bytes/s,double
Syn-testing.parquet,Syn,testing,16,Flow Packets/s,double
Syn-testing.parquet,Syn,testing,17,Flow IAT Mean,float
Syn-testing.parquet,Syn,testing,18,Flow IAT Std,float
Syn-testing.parquet,Syn,testing,19,Flow IAT Max,float
Syn-testing.parquet,Syn,testing,20,Flow IAT Min,float
Syn-testing.parquet,Syn,testing,21,Fwd IAT Total,float
Syn-testing.parquet,Syn,testing,22,Fwd IAT Mean,float
